id,angular_moment,contrast,variance,idm,sum_average,entropy,sum_variance,sum_entropy,difference_variance,difference_entropy
fyc-00_1,0.09510231489051996,-1.5697367128518886,0.2809028608428295,0.015046591807796631,0.41429771908939705,0.16059573026661358,0.31270262301264845,-0.0015996664454072372,-0.3878058977846701,0.11759652108109694
fyc-00_2,0.7718518599322397,-0.6793421862189857,0.22154410974972924,0.8729083393776683,0.30798452659749803,0.5556709742762926,0.20867758743094772,-0.4228170087091252,0.3111726862559283,0.878157170029808
fyc-00_3,1.0963836609343462,0.09914321030861586,-0.8112981592702155,0.8436004266720809,-0.8676074092608842,-0.6428192235812491,-0.8167120490172453,-1.1040368207015145,-0.9573440032992317,-0.06143347212274725
fyc-00_4,-1.8767901297002676,-1.8602489338378725,1.8954608905751569,-0.896902000954869,1.8030765091202579,1.641814337348304,1.8463288618742937,1.9951156715234852,0.7771584089496606,0.8873109354577379
hy-00_1,-1.667153249659446,-1.331398897280845,0.7439011193690116,-1.161379236271145,0.8499820095323757,0.6676564890753472,0.7466356285820287,1.5694478291789442,0.23350839914030624,-0.07798908550277066
hy-00_2,0.38711038182071206,-0.360764891238569,-0.5857349051164344,0.09234328137531063,-0.5931826724982742,-0.1326975591724382,-0.5997455462325552,-0.32500365189454644,-0.051260653616974586,-0.1376500698864691
hy-00_3,0.5335221743047044,-0.22178394827435782,-0.4195304020557537,0.2545686194752964,-0.37971388533997447,-0.17651926341270513,-0.4214169138067825,-0.46918711168917726,-0.1807011321430113,-0.00989918433420269
hy-00_4,-0.25060097503337647,-0.7752642977378155,-0.3482999007440334,-0.3294617821428675,-0.314413450327649,0.0807914491203302,-0.3649461802052878,0.24426896054661018,0.02640363349864746,-0.14678081047885772
ljg-00_1,-0.16099735354600483,-0.7129426083996435,1.5867953848910354,-0.10171808227283856,1.6235653612300796,0.7957690160952575,1.6382787907108922,0.4848888216440661,0.8548226960652826,0.5408144545193759
ljg-00_2,-2.5069837884284234,-2.513259175589834,3.593121171837825,-2.0763625629510805,3.049079000278548,2.3683139698735975,3.4810079924438764,2.9094800651295976,1.4243608015798443,0.9712017914906877
